office,lat,lon
Post Office - El Sabteya,30.0647,31.236
Post Office - El Qobesy,30.0650854,31.261152
Post Office - Abbaseya,30.0655447,31.2771159
Post Office - Nasr City Bldgs.,30.0662774,31.3226643
Post Office - Sales Taxes,30.0664,31.3254
Post Office - Geziret Badran,30.0668,31.2399
First settlement,30.0672396,31.4609753
Post Office - 10th Village Abbis,30.0675703,31.3146474
Post Office - Ahmed Badawy,30.0680201,31.2491851
Post Office - Qossour El Shawam,30.0683,31.2438
Post Office - Ghamra,30.0684784,31.2676438
Post Office - Magd El Islam,30.0704795,31.259046
Post Office - Ezbet El Matar,30.070737,31.185267
Post Office - Investment Authority,30.0708084,31.2961653
Post Office - El Attar,30.0713096,31.2474953
Post Office - Wardan,30.071433,31.185225
Post Office - Shoubra Misr,30.071627,31.2452662
Post Office - Mahmasha,30.0722,31.2615
Post Office - El Gharbeya Traffic Station,30.072914,31.201075
Post Office - 6th Of October Panorama,30.0753695,31.3045345
Post Office - Nasr City,30.0756687,31.3159211
Ain Shams Distribution Post Office,30.075807,31.281116
Post Office - Bani Salama,30.0759974,31.2316291
Post Office - El Mazloum Housing,30.076015,31.256843
Post Office - Cairo University,30.076292,31.208903
Post Office - El Afdal,30.0766636,31.2517772
Post Office - El Omal City,30.0776282,31.2188137
Post Office - Central Auditing Organization,30.0777502,31.3143796
Post Office - Abou Galal,30.0779032,31.2188156
Post Office - Administrative Control,30.078376,31.339532
Post Office - Central Agency For Public Mobilization & Statistics,30.0789655,31.3156686
Post Office - Kafr Hakim,30.079117,31.116381
Post Office - Almaza Camp,30.079247,31.367845
Post Office - El Baragil,30.0792683,31.1590884
Post Office - Dawaran Shoubra,30.0799,31.243
Post Office - Khaled Ibn El Walid,30.0799742,31.2679631
Post Office - Ibn El Rashid,30.0805881,31.2454069
Post Office - Abou Ghaleb,30.0809578,31.2022084
Post Office - Hadaek Shoubra,30.081385,31.2449962
Post Office - Shandoura,30.0814215,31.2854381
Post Office - El Monira 2,30.081666,31.214464
Post Office - Road El Farag,30.0831641,31.2342229
Post Office - El Sahel Hospital,30.084021,31.241909
Post Office - El Amireya Public Bldgs.,30.0840739,31.248667
Post Office - Ard Aziz Ezzat,30.0844976,31.2383852
Post Office - Hadaeq El Qobba,30.0852935,31.2829668
Post Office - Bashteel El Balad,30.0854252,31.1874272
Post Office - Republican Palace,30.0857912,31.2783728
Post Office - Ezbet El Khamaysa,30.0860376,31.2570285
Post Office - Kobry El Qobba,30.0872119,31.2941265
Post Office - 2nd District,30.0889805,31.2771472
Post Office - Kasr El Deyafa,30.0895535,31.3179774
Post Office - El Waily El Kabir,30.091278,31.298905
Post Office - Sidi Abdel Rahman,30.0926812,31.2399486
Post Office - Kafr El Selmaneya,30.094996,31.212013
Post Office - El Gendeya,30.0951154,31.2857862
Post Office - El Horreya,30.0961281,31.3427818
Post Office - Saray El Qobba,30.096254,31.303913
Post Office - El Warraq Services Complex,30.0969938,31.2111216
Post Office - Atlas Housing,30.098408,31.2663
Post Office - El Khalafawy,30.1005,31.2451
Post Office - Central Cairo,30.1006492,31.3002298
Post Office - Sheraton,30.1032086,31.3760908
Post Office - El Nour City,30.1034488,31.2608758
Post Office - West Heliopolis,30.1035793,31.3302089
Post Office - Kasr El Gebaly,30.1037376,31.3130998
Post Office - Arab Juhaina,30.105123,31.214714
Post Office - El Sawahga,30.1051518,31.2926222
Post Office - El Qaitoun,30.1052114,31.3096642
Madinty,30.1057889,31.630787
Post Office - El Obour,30.1080588,31.2467505
Post Office - El Koum El Ahmar,30.110261,31.172585
Post Office - Geziret Mohamed,30.111174,31.197756
Post Office - Helmeyet El Zaitoun,30.1149105,31.3154417
Post Office - El Helmeya Public Bldgs.,30.1193871,31.3184191
Post Office - Talaat Harb,30.1205332,31.1393756
Post Office - Noubar,30.1216747,31.2451762
El Shams Club Post Office,30.1216819,31.3432726
Post Office - El Matareya,30.1217623,31.3129955
El Naam,30.1225262,31.3215857
Post Office - Bortos,30.1229391,31.1358702
Post Office - El Farnawany Housing,30.123717,31.240689
Post Office - Taawon El Matareya,30.1253988,31.3181252
Post Office - El Shaheed Abdel Moneim Riad,30.1279773,31.3300595
Post Office - Manshaet Nasser,30.1283344,31.2535882
New Nozha,30.1287226,31.3779831
Post Office - Ain Shams,30.1292776,31.3229482
Ain Shams,30.129283,31.322984
Post Office - Shalaqan,30.1294599,31.2431629
Post Office - Badr City,30.1300676,31.7194931
Post Office - Zahraa Ain Shams,30.1301047,31.3269987
Post Office - El Saada & Taawon City,30.1307005,31.2392743
Post Office - El khazaf & El Siny,30.1312413,31.2855668
Post Office - Arab El Hesn,30.1350609,31.3079151
Post Office - El Zahweyin,30.1350815,31.2696332
Post Office - Arab El Tawaila,30.135331,31.313046
Post Office - Mogoul,30.135663,31.3149323
Post Office - Bahtim,30.1358655,31.27047
Post Office - El Gomhoureya,30.135979,31.349486
Republic of Ain shams,30.135997,31.349493
Post Office - East El Roubiky Housing,30.136,31.715
Post Office - Basous,30.136318,31.214884
El Mostakbal housing,30.137243,31.659987
Post Office - Highkestep,30.1388809,31.4213744
Mentay Post Office,30.139643,31.242531
Qubaa east,30.140071,31.384532
Post Office - Wadi Feran,30.1406232,31.250908
Post Office - El Assara,30.1406588,31.325838
Post Office - Ezbet El Nakhl,30.1412646,31.322854
Kafr El Shourafa Post Office,30.1454126,31.3402612
Post Office - Etreeb,30.1459185,31.2335647
Post Office - Qebaa,30.1464777,31.3214631
Post Office - Berket El Haj,30.150455,31.367081
Post Office - Abou El Ghait,30.1551169,31.1923521
Post Office - El Khosous,30.160119,31.311547
Post Office - El Shorouq City,30.1616693,31.6042141
Post Office - El Obour Market,30.1625819,31.4667793
Post Office - Zat El Koum,30.166962,31.072947
Post Office - El Salam,30.1677419,31.4130912
Post Office - Borqash,30.1678622,31.0439113
Post Office - El Kharqaneya,30.1698063,31.1725577
Post Office - El Nahda,30.173618,31.437727
Post Office - Sidi Abdel Rahman Ibn Ouf,30.174501,31.206122
Post Office - Balqas,30.174608,31.280326
Post Office - Ikhsas El Manashy,30.174945,31.1194461
Post Office - El Sabbah,30.1762897,31.2067851
Post Office - El Hassanein,30.176842,31.104549
Post Office - El Jalatma,30.1773344,31.1193064
Post Office - Koum Ashfeen,30.180983,31.253815
Post Office - Gezzaya,30.183847,31.037829
Post Office - El Rahawy,30.1853879,31.1082887
Post Office - El Qanater El Khaireya,30.195355,31.133031
Post Office - Ezbet El Ahaly,30.2013186,31.1082857
Nay Post Office,30.2028091,31.2507928
Halaba Post Office,30.2035399,31.1918422
Post Office - Kafr Abou Gomaa,30.207334,31.219463
Post Office - Qalama,30.217179,31.207182
Post Office - Abou Zaabal El Werash,30.2182236,31.3579913
Post Office - Manial Arous,30.221695,31.030662
Post Office - Bahada,30.2220656,31.1425202
Post Office - Kafr El Sharfa El Gharby,30.222442,31.127627
Post Office - El Qata,30.223549,30.972105
Post Office - Sanafir,30.2237634,31.1629201
Post Office - Kafr Hamza,30.2314822,31.3351085
Post Office - Shaashaa,30.232101,31.065696
Post Office - Nawa,30.2342132,31.267283
Obour city,30.235497,31.467484
Post Office - Shatanouf,30.239499,31.073489
Tanan Post Office,30.2432354,31.2413326
Post Office - Kafr Abian,30.2474943,31.3499141
Post Office - Sendioun,30.247616,31.209533
Post Office - Abou Zaabal El Balad,30.248908,31.354515
Post Office - El Obour Housing,30.2532566,31.4705247
Post Office - Sarawa,30.2545704,31.0890196
Post Office - Noub Taha,30.256332,31.294612
Post Office - Bouha Shatanouf,30.258543,31.034626
Post Office - Aghour El Soghra,30.2675188,31.1430436
Post Office - Kofour El Raml,30.2676592,31.0530362
Kafr Taha Post Office,30.2688394,31.2975014
Post Office - Kafr Sendewa,30.274864,31.314695
 9th Neighborhood,30.278867,31.74389
Qaranfil Post Office,30.2810411,31.1595041
Post Office - Tahanoub,30.2819378,31.293456
Post Office - Qaha,30.282282,31.206406
Post Office - 10th Of Ramadan,30.2827299,31.7403589
Post Office - Ezbet El Saghir,30.284878,31.130366
Post Office - 10th Of Ramadan 2,30.284928,31.715137
The second tenth,30.284979,31.715127
El Mareg Post Office,30.286796,31.316407
6th neighborhood,30.292355,31.741616
Post Office - Arab El Sawalha,30.2951675,31.353227
Post Office - Ashmoun,30.2961845,30.9814453
Post Office - Dalhomo,30.2966347,30.9745557
Post Office - Kafr Shebin,30.297575,31.300831
Post Office - Sobk El Ahad,30.303528,31.029352
44th neighborhood,30.304466,31.7129685
Post Office - El Shobak,30.3065452,31.333391
Post Office - El Hasafa,30.307079,31.281159
Post Office - Sentris,30.309788,31.0606335
Post Office - Sarabyoum,30.311831,32.31332
Post Office - Shebin El Qanater,30.3140151,31.3164297
Post Office - Shoubra Hares,30.314747,31.193928
Post Office - Meniet Shebin El Qanater,30.31477,31.3259371
Post Office - El Monayar,30.318148,31.394692
Post Office - Manshaet El Keram,30.32295,31.360862
Post Office - Barshoum El Kobra,30.3237971,31.1120977
Post Office - Geris,30.3252325,30.9261294
Post Office - Shoshay,30.326205,31.001364
Post Office - Meniet Bani Mansour,30.3283052,31.3335434
Post Office - Qasha,30.334198,31.384634
Post Office - Samadoun,30.334679,30.957247
Post Office - El Sahafa,30.334935,31.401755
Post Office - Ahmed Orabi Association,30.3381453,31.8613676
Post Office - Kafr El Regalat,30.339491,31.097914
Post Office - Manial Deweeb,30.340313,31.028631
Post Office - Mashtoul El Souk El Mahatta,30.347493,31.387913
Post Office - Aghour El Kobra,30.3536522,31.2016985
Post Office - El Ghaffareya,30.3540885,31.407818
Post Office - Shanshour,30.3550221,30.9940829
Post Office - El Manasra,30.3557304,31.3713164
Post Office - El Angab,30.356013,30.932132
Post Office - Mashtoul El Souk El Balad,30.360235,31.380166
Post Office - El Khatatba Mahatta,30.360841,30.819029
Post Office - Tahaway,30.3608646,30.8718801
Post Office - Tehourya,30.361656,31.330043
Post Office - El Khadra,30.361806,31.028882
Post Office - Imyay,30.363189,31.142635
Post Office - El Saadat,30.367408,30.505471
Post Office - Qolta El Kobra,30.369888,31.013372
Post Office - Bear Shams,30.3730146,31.0518711
Post Office - Kafr El Khadra,30.3745033,31.0172055
Post Office - El Khatatba Balad,30.375573,30.841042
Wadi El Natroun Post Office,30.3770295,30.3478361
Post Office - Anshas El Raml,30.379907,31.454373
Post Office - Shama,30.3811381,30.9101934
Post Office - Kafr Mahmoud,30.3823921,31.0650488
Post Office - Kafr El Ghanameya,30.382513,31.043274
Post Office - Degwa,30.3832087,31.1168572
Post Office - Qouta,30.3837878,31.2153849
Post Office - Telwana,30.3840748,30.998928
Post Office - Meet Afif,30.388735,31.0937912
Post Office - Kafr El Sharabeya,30.3892272,31.3432316
Post Office - Ghita,30.390701,31.522801
Post Office - Ibrash,30.391326,31.3713366
Post Office - Bahnay,30.393256,31.068817
Post Office - Bear Emara,30.3944815,31.489808
Post Office - Bahwash,30.396131,30.894887
Post Office - Bi El Arab,30.398034,31.038785
Post Office - El Akhmas,30.399105,30.836088
Post Office - Kafr Ibrash,30.402798,31.384855
Post Office - Air City,30.402898,31.582124
Post Office - Abou Senaita,30.405147,31.059216
Post Office - Dahamsha,30.405682,31.408916
Post Office - Fisha El Soghra,30.406153,30.994844
Post Office - Abou Nashaba,30.4063908,30.5624474
Post Office - Hefna,30.407978,31.441968
Post Office - Marsafa,30.409193,31.245804
Post Office - Kafr Tahla,30.4111519,31.1395481
Post Office - Abou Sultan,30.4114695,32.3041182
Post Office - Kafr Dahamsha,30.4128836,31.3899223
Post Office - Qeremla,30.415297,31.44158
Post Office - Qanater El Qarnein,30.4153361,31.0876873
Post Office - Awlad Mehanna,30.4158383,31.5621184
Post Office - Farsis,30.4160424,31.2183618
Post Office - Belbeis,30.4200789,31.5626438
Post Office - El Bagour,30.4236464,31.0372946
Post Office - Meet Asem,30.4272212,31.1792802
Post Office - Moushirf,30.4292124,31.118928
Post Office - Ibkhas,30.429526,31.062184
Post Office - Garwan,30.4300152,31.0104739
Post Office - El Hassana,30.4311111,33.7816667
Post Office - Zahr Shorb,30.431215,31.316669
Post Office - Meet Hamal,30.431711,31.539005
Post Office - Kafr El Hamam,30.433337,31.239354
Post Office - Kafr El Shomout,30.4336215,31.227366
Post Office - El Tarana,30.434679,30.836744
Post Office - El Balashoun,30.4358451,31.441834
Post Office - Sobk El Dahhak,30.438627,31.068909
Post Office - Kafr El Sanabesa,30.4388859,30.9037293
Post Office - Meet El Atar,30.440278,31.142175
Post Office - Shoubra El Enab,30.440677,31.340311
Post Office - Shoubra El Nakhla,30.441584,31.472145
Post Office - El Ramla,30.4417271,31.1591416
Post Office - Kafr Aioub Soliman,30.4433206,31.5903364
Post Office - El Katiba,30.444613,31.603147
Post Office - Kafr Shoubra Zengy,30.445543,31.001119
Post Office - Meet El Wosta,30.445621,31.088639
Post Office - Sansaft,30.445877,30.852476
Post Office - Kafr Ibrahim El Ayaidy,30.446476,31.581079
Post Office - Manshaet Badawy,30.449626,31.185126
Post Office - Kafr Manaqer,30.4523136,31.1798154
Post Office - Meniet El Sebaa,30.452616,31.225476
Post Office - Abshish,30.456227,31.095981
Post Office - Shoubra Zengy,30.456979,31.001926
Post Office - Kafr Bata,30.457183,31.143147
Post Office - Bata,30.458015,31.144606
Post Office - Banha El Balad,30.459164,31.18036
Post Office - Manawahla,30.463271,31.051303
Post Office - Monouf,30.4639934,30.9363519
Post Office - El Naamna,30.464715,31.3886716
Post Office - Barahim,30.464721,30.890779
Post Office - Kafr Dawoud,30.465803,30.826351
Post Office - Damlig,30.4659284,30.9305801
Post Office - Sanhout,30.466976,31.339724
Post Office - Estanha,30.4684581,31.1180293
Post Office - Awlad Seif,30.469053,31.568351
Post Office - Banha University,30.470271,31.186542
Post Office - Monouf Bahary,30.470647,30.929323
Post Office - Shablanga,30.471424,31.258829
Post Office - Banha El Gadida,30.472818,31.178903
Post Office - Bishet Ammer,30.473532,31.466352
Post Office - Qamrouna,30.476221,31.300192
Post Office - El Gaafareya,30.477203,31.664171
Post Office - Kafr El Gazzar,30.477638,31.170183
Post Office - El Hamoul,30.479198,30.974657
Post Office - Kafr Moweis,30.4810546,31.2332575
Post Office - El Azizeya,30.4897174,31.319629
Post Office - Kafr Abaza,30.4899604,31.5666078
Post Office - Shalshalmoun,30.490498,31.383664
Post Office - Koum Helin,30.492219,31.324851
Post Office - El Amera,30.495459,30.979409
Post Office - Meet Rady,30.495647,31.211459
Post Office - El Helmeya El Sharqeya,30.496799,31.652621
Post Office - Shoubra Bloula,30.498037,30.973453
Post Office - Gamgara El Gadida,30.4995258,31.2294665
Post Office - Demlo,30.499653,31.195727
Post Office - El Barigat,30.499656,30.824535
Post Office - Meet Yazid,30.5007458,31.346735
Post Office - Anshas El Basal,30.502175,31.562816
Post Office - Istebary,30.502406,31.051062
Post Office - Ein Ghosein,30.505054,32.297236
Post Office - Kafr Kordy,30.505966,31.246786
Post Office - Abou Towala,30.5104799,31.3455091
Post Office - Safita,30.510568,31.486534
Post Office - Arab El Ramal,30.5114186,31.1537256
Post Office - El Shaqr,30.511892,31.276788
Post Office - Kafr Mansour,30.513738,31.225885
Post Office - Meet El Hofein,30.515416,31.208534
Post Office - Attaf,30.517029,31.343268
Post Office - Meet El Qasry,30.517106,31.068274
Post Office - Dabarky,30.518436,30.885514
Post Office - Meet Bashar,30.5188541,31.3987782
Post Office - Bordeen,30.519641,31.504035
Post Office - Manshaet Demlo,30.519661,31.174433
Post Office - Kafr Wahb,30.519959,31.142201
Post Office - Kofour Amer & Radwan,30.520839,31.2317847
Post Office - Kafr El Mandara,30.520913,31.270729
Post Office - Meet Masoud,30.5225282,31.0488177
Post Office - El Raheb,30.524339,31.028457
Post Office - Manshaet Sultan,30.5265575,30.9184943
Post Office - Shabshir Tamalay,30.527291,30.859099
Post Office - Kafr El Sheikh Ibrahim,30.528263,31.143285
Post Office - Modereyet El Tahrir,30.530439,30.794006
Post Office - Tah Shoubra,30.532091,31.099205
Post Office - Tahra Hamid,30.532118,31.570187
Post Office - Meet Abou Aly,30.532952,31.497906
Post Office - Asneet,30.5336431,31.2265252
Post Office - Abou Hammad,30.5371328,31.6789907
Post Office - El Khais,30.538238,31.589831
Post Office - El Baqashin,30.5392182,31.276506
Post Office - El Qaraqra,30.541842,31.421238
Post Office - Meet Bera,30.544056,31.212293
Post Office - Bahteet,30.5443766,31.6798307
Post Office - El Tal El Kabir El Balad,30.544816,31.782991
Post Office - El Qebly District,30.5451448,31.0085648
Post Office - El Baalouh,30.5453593,31.8674134
Post Office - Sharanees,30.5458234,31.1599969
Post Office - Manshaet El Sadat,30.546048,30.831997
Post Office - El Mosailaha,30.5468565,31.0391433
Post Office - El Eraqeya,30.547735,30.904103
Post Office - Quwaisna,30.5478579,31.136997
Post Office - El Sheikheya,30.547905,31.066603
Post Office - Nader,30.547935,30.854821
Post Office - Kafr Shanawan,30.5490335,31.2671015
Post Office - Nabil El Waqqad,30.5490454,30.7235164
Post Office - Eastern Bank,30.549847,31.010507
Post Office - Zawyet El Naoura,30.551761,30.8606832
Post Office - Shebin El Koum,30.551921,31.005938
Post Office - Geziret El Saada,30.553004,31.590026
Post Office - El Aslougy,30.5550201,31.5158392
Post Office - El Taleen,30.556168,31.358549
Post Office - El Fedaeya,30.557498,32.037643
Post Office - Shobak Basta,30.5597689,31.5355414
Post Office - Ghazalet El Khis,30.560091,31.572284
Post Office - El Qassaseen El Gadida,30.5601091,31.9412526
Post Office - El Dalatoun,30.5604564,31.0079484
Post Office - Abou Sweir,30.5617516,32.1141438
Post Office - El Ramly,30.5651672,31.1578769
Post Office - Quwaisna El Balad,30.5655798,31.1600469
Post Office - Kafr Abou El Hassan,30.565634,31.090948
Post Office - Nefesha,30.5656372,32.2356338
Post Office - El Zankaloun,30.5663659,31.4416255
Post Office - Kafr Abou Hakem,30.567841,31.484583
Post Office - Zaqaziq Traffic Station,30.568358,31.511218
Post Office - Markaz Badr,30.5693035,30.709596
Post Office - Ibnahas,30.5694883,31.1257116
Post Office - Koum Hamada,30.5708404,30.7117074
Post Office - Kafr Tesfa,30.570861,31.306061
Post Office - Ghazl Shebin El Koum,30.572866,31.001442
Post Office - El Tahra,30.5741813,31.5569299
Post Office - El Azzazy,30.574374,31.691194
Post Office - Shoubra Bokhoum,30.5768611,31.2176738
Post Office - El Manshaah El Kobra,30.5781193,31.2578597
Post Office - Kafr Ashma,30.579295,30.897445
Post Office - Ezzat Sharaf Camp,30.579523,31.783225
Post Office - El Wasefeya,30.5807987,32.1724498
Post Office - El Galaa Camp,30.583952,32.250256
Post Office - Governmental Authorities Complex,30.5848884,31.4968557
Post Office - El Mostaqbal City,30.5851535,32.1915283
Post Office - Bekhaty,30.585456,30.960157
Post Office - Zaqaziq University,30.585638,31.481324
Post Office - Bani Qoraish,30.587899,31.365847
Post Office - El Zaqaziq,30.5881548,31.5045697
Post Office - Towehar,30.588296,31.643254
Post Office - Kafr Tanbedy,30.588717,30.989791
Post Office - El Qanah,30.588719,32.282439
Post Office - Ismaileya Security Directorate,30.590486,32.274431
Post Office - Bani Aioub,30.591951,31.674859
Post Office - Beshtemay,30.5931386,30.8979621
Post Office - El Ismaileya,30.5944189,32.2724173
Post Office - Hala,30.594971,31.287719
Post Office - Araisheyet Misr,30.5956132,32.2707845
Post Office - Meet Afya,30.596703,31.054661
Post Office - Melig,30.596751,31.040135
Post Office - Bani Shebl,30.597323,31.422826
Post Office - Kafr El Akram,30.598743,31.156218
Post Office - Shayba,30.599255,31.471718
Post Office - El Azab,30.5999727,31.2538431
Post Office - Mansheyet El Shohadaa,30.6004362,32.2614741
Post Office - Kafr El Hosr,30.6004562,31.5134421
Post Office - El Nakareya,30.601162,31.462661
Post Office - Danshaway,30.601279,30.851263
Post Office - El Tamlik El Taawony,30.6012934,32.2752018
Post Office - El Sheikh Zayed,30.6040828,32.2928101
Post Office - Banayous,30.6050304,31.5067371
Post Office - Tanbasha,30.6051801,31.0865465
Post Office - Danasour,30.607251,30.820908
Post Office - Kafr Ahmed Borham,30.609891,31.605873
Post Office - El Salam District,30.6101757,32.2620492
Post Office - El Qoreen,30.610761,31.732894
Post Office - Kafr El Hammam,30.6111149,31.5099381
Post Office - Kamshish,30.612384,30.944389
Post Office - Kafr Mousa Omran,30.614721,31.63442
Post Office - El Qanayat,30.615931,31.460943
Post Office - El Bayoum,30.6183919,31.4620967
Post Office - El Asadeya,30.6220312,31.7026714
Post Office - Zawyet El Boqaly,30.622762,30.8030174
Post Office - Meet El Rakha,30.624363,31.230642
Post Office - Mashtoul El Qady,30.6253101,31.5113794
Post Office - Meet Fares,30.626099,31.043503
Post Office - Kafr Attallah Salama,30.6338783,31.5213105
Post Office - Berket El Sabaa,30.6339004,31.0835384
Post Office - Sahel El Gawaber,30.6350128,30.8885215
Post Office - Kafr Aleem,30.635031,31.103761
Post Office - Masged Waseef,30.637838,31.266614
Post Office - Bishet Qayed,30.6403964,31.5450182
Post Office - Zorqan,30.6414636,30.9368556
Post Office - El Tayareya El Balad,30.6417553,30.7758389
Post Office - El Zarzamoun El Sharqeya,30.642227,31.604092
Post Office - kafr Tablouha,30.6427029,30.9478918
Post Office - Umm El Zein,30.642938,31.3352147
Post Office - Bani Abbad,30.643847,31.416133
Post Office - Meet Abou Khaled,30.644019,31.334129
Post Office - Senbo El Kobra,30.6446482,31.2013033
Post Office - Kafr Mekkawy,30.645195,31.518819
Post Office - El Halwat,30.6474339,31.5655344
Post Office - Kafr Nafara,30.649439,31.153545
Post Office - Meet Umm Saleh,30.6501024,31.0483007
Post Office - Shorwaida,30.650657,31.443466
Post Office - Bahnabay,30.653648,31.475237
Post Office - Houd Nagih,30.654831,31.630924
Post Office - Kafr El Sokkareya,30.656895,31.004005
Post Office - Tablouha,30.6568982,30.9615119
Post Office - Dowaida,30.6580304,31.4133388
Post Office - Abou Bakr El Seddik,30.6629812,31.5719303
Post Office - Amrous,30.663368,30.803708
Post Office - El Halamsha,30.663864,31.119045
Post Office - El Awasga,30.6658865,31.5896736
Post Office - El Ghoraib,30.6664877,31.2692413
Post Office - El Dabouneya,30.666921,31.319627
Post Office - Kafr Askar,30.667453,30.920205
Post Office - El Qaramous,30.6674702,31.6860563
Post Office - Hannoun,30.668375,31.178524
Post Office - El Alaqma,30.668702,31.5904
Post Office - Tafahna El Ashraaf,30.6716564,31.3479065
Post Office - Meet El Qorashy,30.672005,31.363316
Post Office - El Andalus,30.6726585,31.5905531
Post Office - Fersis,30.6738004,31.4673021
Post Office - Damanhour El Wahsh,30.674977,31.195956
Post Office - El Korma,30.6757693,31.1377406
Post Office - Zennara,30.675905,30.996105
Post Office - Ganzour,30.677264,31.035947
Post Office - El Dahtamoun,30.6781509,31.7054097
Post Office - Kafr Qarshoum,30.679044,30.975999
Post Office - Kafr El Meqdam,30.6809816,31.3572422
Post Office - Manzel Hayyan,30.681372,31.526802
Post Office - El Gazazra,30.6818403,31.5749508
Post Office - Tala,30.683639,30.930604
Post Office - Farasha,30.685727,31.720081
Post Office - Babel,30.687412,30.995767
Post Office - Bahanya,30.6895015,31.3814928
Post Office - El Dababsha,30.6902425,31.1865746
Post Office - Tonoub,30.690285,30.802859
Post Office - Kafr Kela El Bab,30.690448,31.141416
Post Office - Karadis,30.690577,31.419774
Post Office - Ekwa,30.692355,31.462999
Post Office - Kafr Bahida,30.6926249,31.3312882
Post Office - Saft Gedam,30.693002,30.865026
Post Office - Kafr Abou Hatab,30.694262,31.591016
Post Office - Kafr Sanadid,30.697108,30.977834
Post Office - Abou Kabir,30.6972374,31.582595
Post Office - 3rd Industrial Zone,30.6989645,31.9050662
Post Office - Sendbast,30.6990254,31.2569591
Post Office - Kafr El Bahayta,30.705782,31.351638
Post Office - El Kamaysha,30.708199,30.881883
Post Office - Abou Yassin,30.7098365,31.6310089
Post Office - Awlad Negm,30.7110892,31.5941866
Post Office - Meet Ghamr Central,30.714475,31.253145
Post Office - Meniet El Makram,30.7146382,31.7956033
Post Office - Sentamay,30.7147144,31.3126719
Post Office - Zefta,30.7149642,31.2433137
Post Office - El Ibrahimeya,30.7153283,31.5658795
Post Office - Bemm,30.717328,30.939114
Post Office - El Samlaweya,30.717452,31.178377
Post Office - Nahtay,30.718534,31.189856
Post Office - Kofour Negm,30.7186452,31.5635431
Post Office - Mobasher,30.718877,31.514752
Post Office - Kafr El Genaidy,30.719709,31.486257
Post Office - Juhaina El Qebleya,30.7204891,31.8235104
Post Office - Kheneiza,30.720883,30.676393
Post Office - Oulaila,30.7215758,31.3488489
Post Office - Saft Zoraiq,30.721835,31.459954
Post Office - Kafr Shawish,30.722082,31.755969
Post Office - Zefta Traffic Unit,30.722237,31.241105
Post Office - 9th Neighbourhood,30.7222942,31.8010874
Post Office - Defra,30.7229998,31.0271252
Post Office - Abou Omara,30.7255353,31.6699119
Post Office - Shoubra Soura,30.725724,31.370048
Post Office - Masshala,30.725878,31.134454
Post Office - Abou Kabir 2,30.7265065,31.669094
Post Office - Dest El Ashraf,30.726991,30.653061
Post Office - Daqadous,30.728402,31.294124
Post Office - El Beroum,30.7292559,31.7977435
Post Office - El Samta,30.729305,31.121032
Post Office - Ghazalet Abdoun,30.7316628,31.8434757
Post Office - Santaris,30.731687,31.718539
Post Office - Harbit,30.732504,31.619871
Post Office - Faqous Central,30.7332267,31.8001177
Post Office - Faqous,30.733789,31.8015931
Post Office - El Hawaber,30.7347634,31.4160188
Post Office - Kafr El Sheikh Selim,30.7353475,30.9723463
