office,lat,lon
Post Office - Akyad El Qebleya,30.7358231,31.8796809
Post Office - El Hadain,30.7380838,30.6316363
Post Office - Meet Mohsen,30.7392934,31.2742531
Post Office - Abou Saqal,30.7408902,31.6278987
Post Office - Akyad El Bahareya,30.741707,31.877085
Post Office - Bani Ayyad,30.7434812,31.7439647
Post Office - Dahtoura,30.7450075,31.2352158
Post Office - Meet Ghazal,30.7473095,31.1305458
Post Office - Abou Metanna,30.749001,31.4405
Post Office - Kafr Sarnaga,30.7494553,31.2463292
Post Office - Kafr Zeyada,30.7526591,30.6269894
Post Office - Manshaet Sedqy,30.752868,31.704321
Post Office - El Daydamoun,30.7531581,31.807082
Post Office - El Asayed,30.7532224,31.442761
Post Office - Deyarb Hashem,30.754016,31.443063
Post Office - Abdel Magid El Morsy,30.7546115,30.6980383
Post Office - Kafr El Deeb,30.7586446,31.1821524
Post Office - El Boha,30.762514,31.319382
Post Office - Tawaheen Ikrash,30.763129,31.522376
Post Office - Hanout,30.7667681,31.2283147
Post Office - Kafr Shoubra Qalloug,30.768034,31.203365
Post Office - Abou El Ghar,30.768577,30.8530051
Post Office - El Inshaa El Haditha,30.770708,31.108104
El Mansheyya El Gedida Post Office,30.7754438,30.9933125
Post Office - Taha El Marg,30.776418,31.371622
Meet Hebeish El Bahareya Post Office,30.7764444,31.0200909
Post Office - El Haswa,30.777446,31.730002
Post Office - El Sheikh Rozaiq,30.778179,31.764419
Post Office - Abou El Shoqouq,30.7782925,31.6368663
Post Office - El Saleheya El Qadima,30.7789004,32.0001855
Post Office - Beshla,30.7791704,31.2608182
Post Office - Sonbat,30.779494,31.226774
Post Office - El Sagha,30.780898,30.997034
Post Office - Meet Maymoun,30.783171,31.149798
Post Office - Baramkeem,30.783818,31.465846
Post Office - Kafr El Haj Hassan,30.7852348,31.4903076
Post Office - Delebshan,30.7878924,30.8037272
Post Office - El Gemmaiza,30.7889423,31.1261248
Post Office - Safour,30.7898481,31.4027868
Post Office - Tanta,30.790836,30.998207
Post Office - Shershaba,30.7916924,31.1703042
Post Office - El Toud,30.792043,30.617424
Post Office - El Samaana,30.7925296,31.8517484
Post Office - Qahbouna,30.792723,31.906462
Post Office - Kafr Saqr,30.792818,31.626018
Souk El Gomla Post Office,30.7936481,30.98599
Post Office - El Hagarsa,30.793663,31.617038
Post Office - Kafr Hashad,30.795572,30.7961553
Post Office - Kafr Shammakh,30.7956929,30.786935
Post Office - El Nady Street,30.796061,30.993039
Post Office - Bahida,30.7973113,31.2990943
Post Office - Gemmaizet Bani Amr,30.797516,31.531882
Post Office - Awlad Mousa,30.798449,31.745064
Post Office - Kafr Dayama,30.7991515,30.8747417
Post Office - Qantir,30.801598,31.837004
Post Office - Shoubra El Namla,30.8026278,30.9253023
Post Office - Damas,30.8031563,31.3232
Post Office - Ashnaway,30.804258,31.058356
Post Office - Kafr Saad,30.8044712,31.2764776
Post Office - Kafr Essam,30.8064252,31.0005845
Post Office - El Dalgamoun,30.808091,30.833285
Post Office - El Akhaywa,30.80947,31.968692
Post Office - Shenraq,30.811088,31.158806
Post Office - El Ghazaly,30.8165148,31.8162533
Post Office - El Mashaala,30.8175834,31.7148176
Post Office - Barhamtoush,30.8198248,31.3605108
Post Office - Balouza,30.8198635,33.1688883
Post Office - Kafr El Zayyat,30.8201648,30.8158084
Post Office - Kafr El Zayyat Traffic Unit,30.820196,30.825125
Post Office - El Nawafaa,30.823612,31.776059
Post Office - El Mowansa,30.824408,31.617038
Post Office - El Soura,30.824607,31.715831
Post Office - Idshay,30.8254669,30.8139165
Post Office - El Delengat,30.826573,30.53298
Post Office - El Hagar El Mahrouq,30.8272034,30.5349336
Post Office - Kafr El Rouk,30.827884,31.405206
Post Office - El Qodah,30.8280927,31.7068468
Post Office - Kafr Ghannam,30.829803,31.572297
Post Office - El Ayyash El Gharby,30.8342656,31.2630902
Post Office - Koum Zomoran,30.834536,30.578323
Post Office - Ibiar,30.835423,30.865108
Post Office - Tanamel El Sharqy,30.8361814,31.2624505
Post Office - El Anshaseya,30.840489,31.320346
Post Office - El Alamain,30.8414476,28.9420133
Post Office - Akhtab,30.8417072,31.3149374
Shoubra Malas Post Office,30.845227,31.194393
Post Office - Berma,30.84534,30.912385
Post Office - Meet Badr Halawa,30.8475078,31.2341027
Post Office - Meet El Khouly Abdullah,30.8495082,31.449316
Post Office - El Qorasheya,30.8497398,31.1195196
Post Office - Port Said Mariout,30.849985,29.848479
Post Office - Shoubar,30.8503951,30.972193
Post Office - El Qantara Gharb,30.8507239,32.3029781
Post Office - El Hagayza,30.853562,31.589998
Post Office - El Saleheya 1,30.854785,32.063119
Post Office - Kafr El Mahrouq,30.855479,30.8327604
Post Office - Arab Darwish,30.857283,31.832537
Post Office - El Husseineya,30.861066,31.913054
Post Office - Kofour Belshay,30.861408,30.798116
Post Office - El Qantara Sharq,30.8614817,32.3227983
Post Office - El Bakarsha,30.8616032,31.9187418
Post Office - El Zawahereya,30.8616484,31.9187606
Post Office - Meet Abou El Hussein,30.865219,31.342014
Post Office - El Monagah El Kobra,30.866518,32.004222
Post Office - Tanboul El Kobra,30.869429,31.393423
Post Office - Ghazala,30.869775,31.601736
Post Office - Nawag,30.8714162,31.0069535
Post Office - Toukh El Aqlam,30.872464,31.436818
Post Office - Kafr El Sharaqwa,30.872832,31.170935
Post Office - Gabares,30.87289,30.595763
Post Office - Borg El Arab Central,30.8754749,29.5937937
Borg El arab central,30.8769644,29.5829423
Post Office - Shoubra Sendy,30.878287,31.541551
Post Office - Hanout El Sharqeya,30.879121,31.640124
Post Office - New Borg El Arab,30.880528,29.577311
Post Office - Shabrawish,30.8806953,31.2565894
Post Office - Meet Habib El Sharqeya,30.8809309,31.2145366
Mahalet Menouf Post Office,30.882016,30.963282
Post Office - Shansha & El Gharraqa,30.882183,31.321192
Post Office - Abou Sir Bana,30.882491,31.233339
Post Office - El Baroud,30.88516,30.664912
Post Office - Abou Dawoud El Enab,30.885708,31.377144
Post Office - El Soneta,30.889024,31.278159
Post Office - Abou Dawoud El Sabakh,30.8908158,31.4873835
Post Office - Geziret Motawea,30.892663,31.793799
Post Office - Telerak,30.893546,31.727915
Post Office - Saft Torab,30.8956509,31.1201297
Post Office - Borg El Arab El Qadim,30.8985547,29.5452652
Post Office - Shoubra Babel,30.900609,31.185664
Post Office - Baghdad Mariout,30.9008891,29.5509462
Post Office - Mahallet El Laban,30.9016647,30.7734395
Post Office - Meet Ghorab,30.901995,31.390502
Post Office - El Kamaleya,30.903758,31.156038
Post Office - Koum Aly,30.904572,30.998577
Post Office - Meet Abou El Hareth,30.906772,31.251499
Post Office - Abou El Matamir,30.9071619,30.1745021
Post Office - Manshaet Abou Omar,30.907208,32.022914
Post Office - Segin El Koum,30.907379,31.0535223
Post Office - El Hassayna,30.9081764,31.5014948
Post Office - El Mesain Behaira,30.908392,30.516745
Post Office - El Emam El Hussein,30.908889,30.147383
Post Office - El Asala,30.9098177,31.0795775
Post Office - El Emam Aly Ibn Abi Taleb,30.9100737,30.2905709
Post Office - Qaransho,30.913233,30.8439475
Post Office - El Hayatem,30.9136403,31.1069724
Post Office - Kafr El Bastawisy,30.9143457,31.1011556
Post Office - Semella,30.914409,30.9939246
Post Office - Nekla El Enab,30.91548,30.756433
Post Office - Kafr Feyala,30.9169886,31.1561741
Post Office - Shabrahour,30.921169,31.398153
Post Office - El Soufeya,30.9212452,31.7635255
Post Office - El Samara,30.922719,31.625861
Post Office - El Mehy,30.9277581,31.6039113
Post Office - Awlad Saqr,30.928912,31.696441
Post Office - Sheet El Hawa,30.929239,31.6950503
Post Office - Meniet Shantana Ayyash,30.9295776,31.1357602
Post Office - Geziret Nekla,30.930685,30.769259
Post Office - Sadaqa,30.931513,31.6546373
Post Office - Kafr Ahmed Shalaby,30.9316931,30.9450704
Post Office - El Mosallameya,30.9318597,31.4781457
Post Office - Manshaet El Eayary,30.932787,30.916743
Post Office - El Zoraiqy,30.9339444,31.4303576
Post Office - Borg Nour El Hommos,30.934071,31.348348
Post Office - Shoubra Malekan,30.934499,31.139608
Post Office - El Qodaba,30.935643,30.786395
Post Office - Basion,30.939232,30.813932
Post Office - Kafr Baldam,30.941581,30.989125
Post Office - Meet El Amel,30.9417446,31.2934496
Post Office - El Ghaita,30.942005,30.107405
Post Office - El Farastaq,30.9422647,30.8157423
Post Office - Aga,30.9433305,31.2937403
Post Office - Demat,30.9447436,30.9649906
Post Office - Temai El Amadid,30.945225,31.527389
Post Office - Ibshaway El Malaq,30.946108,31.023005
Post Office - Mansheyet El Bakry,30.9475128,31.1546831
Post Office - Kafr Hegazy,30.947725,31.184609
Post Office - El Bahoufrik,30.9495505,31.356831
Post Office - El Radwan,30.950046,32.283386
Post Office - Tag El Ezz,30.951706,31.588993
Post Office - Shoubra Baloula,30.953377,30.932831
Post Office - Denoushar,30.954337,31.095056
Post Office - Koum El Naggar,30.955714,30.883437
Post Office - El Westaneya,30.9570542,30.0709837
Post Office - El Baqaleya,30.9577071,31.4200083
Post Office - Kafr Abou Ayyana,30.958999,30.990552
Post Office - Sa El Hagar,30.9626472,30.7702264
Post Office - Samannoud,30.963447,31.243124
Post Office - El Shoun,30.9640101,31.1638375
Post Office - Neshil,30.9662016,31.0205405
Post Office - Ghazl Misr,30.9668973,31.1706953
Post Office - Qotour,30.968755,30.957235
Post Office - El Dawakhleya,30.968803,31.117812
Post Office - Mahallet Abou Aly El Qantara,30.970205,31.198584
Post Office - Souk El Laban,30.9754417,31.1628458
Post Office - Sored,30.9754877,30.9116432
Post Office - Shoubra Nabas,30.9765009,30.9531791
Post Office - Nagrig,30.977495,30.865687
Post Office - Telbana,30.9787312,31.4560268
Post Office - Kafr El Thoabaneya,30.979905,31.277076
Post Office - El Mahalla El Kobra,30.9802057,31.1908773
Post Office - Nawasa El Bahr,30.9818596,31.3022523
Post Office - Meet Louza,30.982924,31.552428
Post Office - Shoubratena,30.983809,30.800815
Post Office - Mahalet El Borg,30.984068,31.173812
Post Office - El Qaysareya,30.985424,31.2072668
Post Office - Salka,30.985474,31.347983
Post Office - Batinah,30.986278,31.197685
Post Office - El Ammreya,30.9892459,31.0991552
Post Office - Meet El Akrad,30.990698,31.422849
Post Office - Qassaseen El Azhar,30.9952647,31.7252306
Post Office - Samatay,30.9955038,31.0149169
Post Office - Kafr El Sarem,30.9970472,31.2288842
Post Office - Konayyeset Shabrato,30.9978549,30.8419011
Post Office - El Gabreya,30.9983382,31.0997166
Post Office - Naqita,30.9992949,31.3607577
Post Office - Beltag,30.999793,30.989621
Post Office - Ganag,30.999812,30.777662
Post Office - El Nassereya,30.9998899,29.7881825
Post Office - Koum El Darby,31.0006881,31.4316424
Post Office - Meet Assas,31.001174,31.293376
Post Office - El Naweya,31.0034191,31.2674013
Post Office - Betouras,31.004713,30.218022
Post Office - Kafr El Shanhab,31.005083,31.3112916
Post Office - El Salahat,31.005546,31.6249983
Post Office - El Nagah,31.0059029,32.9415783
Post Office - Meet El Leith Hashem,31.009114,31.160414
Post Office - Kafr El Genina El Qebly,31.009943,31.184924
Post Office - Awish El Hagar,31.010481,31.319956
Post Office - Rommana,31.011674,32.666724
Post Office - Negila,31.0120137,32.6623224
Post Office - Sharnoub,31.0134877,30.5694045
Post Office - Sandasees,31.0139736,31.1341696
Post Office - Meniet Sandoub,31.0196525,31.3901048
Post Office - El Nasimeya,31.020069,31.568049
Post Office - Sallant,31.020092,31.415756
Post Office - Kafr Salem,31.023664,30.781245
Post Office - Mahallet Zayyad,31.0238118,31.2320206
Post Office - Ghorbal,31.024626,30.486163
Post Office - Amyout,31.025356,30.944429
Post Office - Barq El Ezz,31.026095,31.369426
Post Office - El Moatamedeya,31.026181,31.097104
Post Office - Kafr El Marazeqa,31.026651,30.901393
Post Office - Kafr El Dafrawy,31.0287594,30.7148886
Post Office - Bahbit El Hegara,31.0302913,31.2850054
Post Office - Tanah,31.032131,31.558705
Post Office - Shoubra El Damanhoureya,31.0324105,30.4655003
Post Office - Abou Tahoun,31.032913,31.789046
Post Office - Kafr Qeretna,31.033347,31.046621
Post Office - El Gafira,31.0333768,28.4742611
Post Office - Damanhour,31.035886,30.469044
Post Office - Meet Badr Khamis,31.036123,31.337225
Post Office - El Galaa,31.0387967,31.3726371
Post Office - Neqreha,31.041436,30.475983
Post Office - El Maqrizy,31.041817,30.463515
Post Office - Manshaet Assem,31.0418464,31.3574868
Post Office - Meet El Karma,31.042233,31.329553
Post Office - Abaadeyet Damanhour,31.0424566,30.4727503
Post Office - Badin,31.042749,31.484508
Post Office - Manshaet Eflaqa,31.0432556,30.4719429
Post Office - Rabea El Naggar,31.0442333,31.3827788
Post Office - Meet Swid,31.0454431,31.6180191
Post Office - El Sinbillawain,31.045925,31.388487
Post Office - El Ghonaimy,31.0466258,30.8545295
Post Office - El Mandoura,31.0471914,31.3748066
Post Office - Qellin El Balad,31.048295,30.853562
Post Office - Qellin,31.0494393,30.8409677
Post Office - Kafr El Badamas,31.049818,31.396959
Post Office - El Manshaa El Kobra,31.0501846,30.907479
Post Office - El Danabiq,31.050232,31.448554
Post Office - Samoul,31.0543828,31.1324805
Post Office - Tanikh,31.054386,31.274704
Post Office - Bosat,31.0549151,31.380243
Post Office - El Bakatoush,31.0560642,30.7988197
Post Office - Nemra El Basal,31.056545,31.077717
Post Office - Banoub,31.058434,31.241519
Post Office - El Fardous City,31.0590085,31.383031
Post Office - Gedila,31.060106,31.413959
Post Office - Qoulingeel,31.063003,31.406841
Post Office - Mesair,31.0635493,31.0023451
Post Office - El Qarda,31.0684809,30.9513835
Post Office - Sallamoun El Qomash,31.069075,31.462569
Post Office - Abou Taweela,31.0708983,34.1857941
Post Office - Meet El Serag,31.072272,31.203816
Post Office - Fouka,31.072383,27.917019
Post Office - Boloqtor El Sharqeya,31.072794,30.21525
Post Office - Kafr El Hessa,31.073355,31.283482
Post Office - El Raydaneya,31.073379,31.447817
Post Office - Meet Mazzah,31.0745427,31.4317489
Post Office - Shoha,31.076251,31.478849
Post Office - El Benwan,31.077247,31.099503
Post Office - Kafr El Hamrawy,31.078855,30.944555
Post Office - El Robaiaa,31.079254,31.800524
Post Office - Kafr Abdel Moamen,31.079475,31.510373
Post Office - Qezman,31.080605,30.802033
Post Office - El Manshaah El Soghra,31.082548,30.849276
Post Office - El Kheyareya,31.0826109,31.4177153
Post Office - Merghem,31.084849,29.8554841
Post Office - Dekernes,31.086358,31.5994628
Post Office - El Othmaneya,31.0871602,31.2123543
Post Office - Nashart,31.0881836,30.8349217
Post Office - Tera,31.091371,31.242884
Post Office - Demro,31.091434,31.1444123
Post Office - El Bahr El Saghir,31.0917958,31.5921364
Post Office - Bohout,31.0929717,31.3041859
Post Office - Sharnqash,31.09401,31.406016
Post Office - Dreen,31.0945858,31.266028
Hanoveel,31.0968654,29.770498
Post Office - Berket Ghattas,31.0970143,30.3114289
Post Office - Abou Hommos,31.1004773,30.3111122
Post Office - Shabas Omayr,31.100482,30.791793
Post Office - Tonbara,31.1047396,31.1354916
Post Office - El Genina,31.1052603,31.6900739
Post Office - El Rahmaneya,31.105467,30.6423468
Post Office - Rewayna,31.107777,30.897566
Post Office - Manshaet Abdel Rahman,31.108894,31.754217
Post Office - El Eman,31.1119881,29.791553
El agamy-betash,31.112218,29.791553
Post Office - El Qantara El Baydaa,31.1124448,30.9576802
Post Office - Kafr El Sheikh,31.1128217,30.9362675
Post Office - Kafr El Gazaer,31.113603,30.949178
Post Office - Meet El Khouly Moamen,31.1155963,31.6503554
Post Office - The Higher Institute For Sociable Service,31.117401,30.941442
Post Office - El Akrisha,31.1188445,30.1502699
Post Office - El Daraksa,31.11885,31.638304
Post Office - El Baramoun,31.1194787,31.4485661
Post Office - Beshbish,31.1203168,31.1903877
Post Office - El Fadadna,31.120448,31.421492
Post Office - Besenteway,31.121577,30.377077
Post Office - Nasha,31.122325,31.289827
Post Office - Ishaqa,31.122888,30.998678
Post Office - El Arish,31.1262239,33.8083028
Elfardous-Bianky,31.127053,29.7786385
Post Office - Desouq 2,31.1274376,30.646547
Post Office - Meet Assem,31.127994,31.699553
Post Office - Abou Mandour,31.1285463,30.646246
Post Office - Damaira,31.1287696,31.3648761
Post Office - El Shaheedy,31.129528,31.093706
Post Office - Desouq,31.1315425,30.6401483
Post Office - Phase 4,31.132093,33.8032762
Post Office - El Ethad,31.133893,31.823226
Post Office - El Dekheila,31.134249,29.8163528
Post Office - Kafr Bahout,31.135583,31.328541
Post Office - Maamal El Qazzaz,31.1356648,30.1327813
Post Office - Manshaet Arimoun,31.137749,30.501068
Post Office - Kafr El Arab,31.138405,30.684667
Post Office - Mahallet El Qasab,31.140022,30.900686
Post Office - Ezab Besenteway,31.1425585,30.4593844
Post Office - Somokhrat,31.1436829,30.6092495
Post Office - Nagir & Meet Shedad,31.1438364,31.5377915
Post Office - Berembal El Gadida,31.144043,31.714813
Post Office - Kafr Allam,31.1444284,31.7195267
Post Office - Kafr Selim,31.14455,30.1106057
Post Office - Kafr Damira El Gadid,31.149554,31.373855
Post Office - King Mariout,31.1495598,29.8444123
Post Office - El Manzala,31.1588346,31.9363705
Post Office - Berembal El Qadima,31.1603373,31.7359369
Post Office - El Metras,31.162419,29.864873
Post Office - El Gawaber,31.1630526,31.812678
Post Office - El Bagalat,31.163698,31.625301
Post Office - Bermbal,31.1643487,31.7383566
Post Office - El Kordy,31.1652619,31.7658764
Post Office - Batra,31.1664912,31.4500869
Post Office - Meet Haway,31.1665125,31.805149
Post Office - El Wardeyan,31.1673742,29.8688961
Post Office - El Qabbary Industrial Housing,31.1679144,29.8773817
Post Office - El Kafr El Gadid,31.1693144,31.8276551
Post Office - El Bosrat,31.171088,31.882934
Post Office - El Asafra,31.1711312,32.014421
Post Office - El Nozol,31.1713871,31.6967438
Post Office - Daqalt,31.172633,30.945824
Post Office - Ghonaim Shata,31.174255,31.782523
Post Office - El Karakat,31.1750011,31.2203579
Post Office - Kafr El Hataba,31.1756436,31.4856262
Post Office - Ezbet El Sayyadeen,31.176078,29.936281
Post Office - El Qabbary,31.1779683,29.8806443
Post Office - Beilla,31.178953,31.216148
Post Office - Bosat Karim El Din,31.179255,31.564993
Post Office - El Azayza,31.179845,31.965664
Post Office - Arimoun,31.180529,30.904466
Post Office - Koum El Shaqafa,31.1810527,29.8941524
Post Office - Kafr El Dabbousy,31.181115,31.503831
Post Office - Manshaet Bolin,31.1813147,30.170412
Post Office - El Salemeya,31.181641,30.597534
Post Office - Karmouz,31.1826252,29.8995529
Post Office - Ragheb Pasha,31.186806,29.901844
Post Office - El Anfoushy,31.1879747,29.8861763
Post Office - Sultan Mosque,31.188243,29.902134
Post Office - El Farahda,31.188515,29.893276
Post Office - El Mahmoudeya,31.1893337,30.5192737
Post Office - Dengeway,31.1904817,31.5240804
Post Office - Salah El Din,31.1910498,29.8959158
Post Office - Sherbin,31.1914142,31.5262992
Post Office - El Wezareya,31.1920254,30.9494316
El Amreya Post Office,31.1928721,29.8861685
Post Office - El Masalla,31.1934201,29.90677
Moharram Bey Traffic Post Office,31.1936456,29.9237056
Post Office - Baqloula,31.193677,30.924023
Post Office - El Attareen,31.1939542,29.8979829
Post Office - Sernbay,31.1944578,30.5704504
Amprozo Post Office,31.195222,29.926883
Post Office - Tawfeer Alexandria Zone,31.197777,29.894949
Post Office - Moharram Bey 2,31.1983603,29.9477771
Post Office - El Koum El Taweel,31.198494,31.087825
Post Office - El Mansheya,31.199802,29.891074
Post Office - El Mostafeya,31.2001721,29.9058295
Post Office - Hadaeq El Shallalat,31.200213,29.912294
Post Office - Besendila,31.2002269,31.4435564
Post Office - El Midan,31.2003819,29.8867027
Post Office - Kafr El Sheikh Atteya,31.2003826,31.6023247
Post Office - El Hadara 2,31.2009388,29.9311274
Post Office - Raml Station,31.2010803,29.9006492
Post Office - Ras El Teen,31.201677,29.880547
Post Office - Sars El Leyan,31.2050017,29.9351035
Post Office - Ezbet Saad,31.2055148,29.9394738
Post Office - Hazeq,31.205526,31.187659
Post Office - Faculty Of Agriculture,31.205555,29.919256
Post Office - Faculty Of Engineering,31.205838,29.925405
Post Office - Ghait El Enab,31.2059148,29.8793066
Post Office - Sidi Ghazy,31.2067838,31.0511465
Post Office - El Shatby,31.2082893,29.9146425
Post Office - Daqahla,31.2083984,31.6349344
Post Office - El Hadara Bahary,31.2088955,29.9308444
Post Office - Kafr El Shennawy,31.210159,31.478572
Post Office - El Hesas,31.210939,31.519283
Post Office - El Nasaima,31.211333,31.992012
Post Office - El Saadeya,31.2123223,31.5507046
Post Office - Camp Shizar,31.2124588,29.9224562
Post Office - Ezbet Khorsid,31.2132832,30.0080614
Post Office - El Amal,31.2141203,31.3577987
Post Office - El Kawthar District,31.2145861,34.127824
Post Office - El Ibrahimeya El Raml,31.2154536,29.9274857
Post Office - Sidi Gaber,31.2186609,29.9406364
Post Office - Cleopatra Hammamat,31.2217827,29.9375416
Post Office - Kafr El Garayda,31.2235449,31.2752143
Post Office - Maasaret Belqas,31.2244351,31.3170819
Post Office - Abou Deraz,31.225262,30.623186
Post Office - Roshdy,31.226303,29.949567
Post Office - Abou Badawy,31.226356,31.158748
Post Office - Judges Club,31.2295701,29.9557178
Post Office - Qobrit,31.230883,30.589337
Post Office - El Seyouf Industrial Housing,31.231744,29.989282
Post Office - El Zawaida,31.2329247,29.9794508
Post Office - Seif El Din,31.2332625,31.6976082
Post Office - El Mahrousa,31.2347722,29.9825107
Post Office - Bakous,31.234857,29.9668153
Post Office - Ahmadeyet El Fotouh,31.236307,31.437997
Post Office - Abou Mostafa,31.2368475,30.9453568
Post Office - El Samaheya El Kobra,31.237041,31.373452
Post Office - El Qabouty,31.237695,32.280509
Post Office - El Sarw,31.2394061,31.6523105
Post Office - El Sahaba Mosque,31.2396,29.9714369
Post Office - Mazloum,31.239637,29.960607
Post Office - Ezbet Danna,31.245084,29.987022
Post Office - Ras El Khalig El Balad,31.247071,31.615033
Post Office - San Stefano,31.2486722,29.9703361
Post Office - El Noqrashy,31.248843,29.980128
Post Office - El Semad City,31.248927,31.5170218
Post Office - El Ras El Sawdaa,31.2503796,30.0132352
Post Office - Derbala Bldgs.,31.2506697,29.984092
Post Office - El Zaafaran,31.257872,31.168099
Post Office - Matallet Rafah,31.2581555,34.2362198
Post Office - El Kuwait District,31.258294,32.289059
Post Office - Free Zone,31.259256,32.296993
Post Office - Fazara,31.2606183,30.5083439
Post Office - Abbis,31.262116,30.873324
Post Office - Faisal City,31.263046,30.0004786
Post Office - Port Said 1,31.2633997,32.310049
Post Office - El Omaleya City,31.2634957,32.272191
Post Office - Abou El Hassan,31.263504,32.296293
Post Office - Port Services Complex,31.2667522,32.3138142
Post Office - Port Said 2,31.2675923,32.2981154
Post Office - Atef El Sadat,31.270777,32.303295
Post Office - Faculty Of Islamic & Arabic Studies,31.2713907,30.0235923
Post Office - Beriet Lasafir,31.2724505,30.7807444
Post Office - Kafr El Haj Sherbiny,31.27248,31.483294
Post Office - Canal Authority Building,31.272607,32.284124
Post Office - Abou Gonaima,31.2789296,30.6386368
Post Office - El Mandara,31.2791004,30.014494
Post Office - Abou Shannar,31.2802667,34.2401914
Post Office - El Kafr El Sharqy,31.2802833,31.1662373
Post Office - El Montazah,31.2826793,30.0209872
Post Office - Kafr Abou Zaher,31.2840486,31.4988132
Post Office - El Shawamy,31.2840988,31.354505
Post Office - El Maamoura Beach,31.289497,30.028772
Post Office - Edfina,31.292988,30.5151994
Post Office - Belqas,31.294614,31.397163
Post Office - El Maamoura,31.2955453,30.0542979
Post Office - El Barasheya,31.2955975,31.7309452
Post Office - Edfina Bldgs.,31.298703,30.476843
Post Office - Abou Deshisha,31.300644,31.354497
Post Office - Metoubas,31.3029943,30.5233659
Abou Kir Post Office,31.3044487,30.0615656
Post Office - Kafr El Atrash,31.3049812,31.5138718
Post Office - Edkou,31.3052222,30.2992358
Post Office - El Khelala,31.306765,31.359891
Post Office - El Hamoul Barary,31.3094757,31.1505066
Abu Keir,31.3179346,30.0619562
Post Office - Meniet El Morshed,31.325871,30.534473
Post Office - Mahallet Damana,31.342852,30.488893
Post Office - El Satamouny,31.344319,31.366327
Post Office - Kafr El Westany,31.3443809,31.5693615
Post Office - Koum El Hagr,31.348112,31.138557
Post Office - Kafr El Wekala,31.3514655,31.5147758
Post Office - Marsa Matrouh,31.3543445,27.2373159
Post Office - El Abaadeya El Bahareya,31.375189,31.118968
Post Office - Rashid,31.3948569,30.421904
Post Office - El Gezirah El Khadraa,31.3959153,30.5509358
Post Office - Borg Rashid,31.4008095,30.4171887
Post Office - Mashroua El Hamoul,31.403703,31.154558
Post Office - El Negeila,31.405856,31.405856
Post Office - Damietta Port,31.4154156,31.8135904
Post Office - Damietta,31.4162529,31.8114387
Post Office - Ras El Bar,31.4175388,31.8144434
New Damietta second,31.427298,31.678542
Mubarak housing,31.428015,31.66296
Post Office - Ezbet El Lahm,31.437781,31.808648
New Damietta,31.4400782,31.6831793
Post Office - Maseef Gamasa,31.442937,31.542717
Faculty of commerce,31.443139,31.675919
Post Office - Magaz El Hamoul,31.452211,31.149582
Post Office - El Sheikh Dorgham,31.4839742,31.8262811
Post Office - Damietta 2,31.5060475,31.8277796
Post Office - Ezbet El Borg,31.5079068,31.837762
Post Office - El Shabaseya,31.5551476,31.0919471
Post Office - El Salloum,31.5600665,25.1587269
Post Office - El Robaa,31.567841,31.054225
Post Office - Borg El Borolos,31.5991667,31.0916667
Post Office - Sidi Barrany,31.610922,25.926483